Date,User,Message
2020-07-15 22:54:38,"501/민상현/혀니TV","전 21살때"
2020-07-15 22:54:39,"에디","축하드립니다!ㅎㅎ"
2020-07-15 22:54:40,"501/민상현/혀니TV","3만원 벌려면"
2020-07-15 22:54:40,"하는거야","우와 축하드려요!"
2020-07-15 22:54:46,"501/민상현/혀니TV","하루 10시간 해도 부족했는데 시급 2500원일때라서"
2020-07-15 22:54:48,"에디","대단하시네요 !ㅎㅎ"
2020-07-15 22:55:18,"ㅁㅇㅅㅌ","열심히 해서 저도 이후 위임단계 고민 하고싶네요 ㅎㅎ 축하해주셔서 감사합니다!"
2020-07-15 22:55:32,"501/민상현/혀니TV","ㅁㅇㅅㅌ은 무슨 줄임말일까요"
2020-07-15 22:55:44,"501/민상현/혀니TV","마음소통?"
2020-07-15 22:55:44,"501/민상현/혀니TV","ㅋㅋㅋ"
2020-07-15 22:55:47,"ㅁㅇㅅㅌ","아 제가 준비하고있는 회사 초성입니다 ㅎㅎ"
2020-07-15 22:55:51,"Danielgoods","오~~~축하두려요"
2020-07-15 22:55:53,"501/민상현/혀니TV","명인사태"
2020-07-15 22:56:03,"501/민상현/혀니TV","ㅋㅋ"
2020-07-15 22:56:04,"Danielgoods","헉"
2020-07-15 22:56:11,"ㅁㅇㅅㅌ","오픈하면 여기에 공유하겠습니다!"
2020-07-15 22:56:19,"501/민상현/혀니TV","넹"
2020-07-15 22:56:58,"Danielgoods","지아이님 ^^♥ 우리 친하게 지내요!!"
2020-07-15 22:57:00,"845/보컬트레이너","저도 위임이 가장큰 문제 ㅋㅋ"
2020-07-15 22:57:11,"845/보컬트레이너","교육은 진짜 위임에서 답안나오는듯요"
2020-07-15 22:57:13,"Danielgoods","아"
2020-07-15 22:57:18,"Danielgoods","그렇죠"
2020-07-15 22:57:19,"김희찬","책사꾼 캐릭터는 따로 템플릿같은것이 있는건가용!??"
2020-07-15 22:57:28,"지아이","네넹.^^"
2020-07-15 22:57:43,"845/보컬트레이너","아무나 그냥 관련과 나온사람뽑고 면접보면 보통 그렇게하는데 그게 하기싫어서 .. 당분간 저를 갈아넣어야할듯요ㅠㅠㅠ"
2020-07-15 22:57:56,"Danielgoods","네~^^"
2020-07-15 22:58:00,"하는거야","현재 퇴사하고 자청님 수업+책 읽으면서 자기개발중인데 이외에 레벨업(리더십,사업능력,마케팅 등) 할 수 있는 오프라인 강의 듣고 싶은데 추천 해주실만한 오프라인 강의 있을까요?!!ㅎㅎㅎ"
2020-07-15 22:58:16,"Danielgoods","아~~~~거기"
2020-07-15 22:58:25,"Danielgoods","라이프해캉스쿨"
2020-07-15 22:58:35,"501/민상현/혀니TV","자청강의만 들으면 됌"
2020-07-15 22:58:36,"아리스토","흐아 지친 피로 강아지랑 휴가 다녀왔어요 날씨 오늘 완전 좋았음요 여러분은 휴가 안다녀오세용?"
2020-07-15 22:58:37,"501/민상현/혀니TV","다른거 듣지마요"
2020-07-15 22:58:37,"지아이","요즘 코로나 때문에, 온라인으로 듣는 게 더 좋지 않을까요?"
2020-07-15 22:58:40,"Danielgoods","ㅎㅎㅎㅎㅎ"
2020-07-15 22:58:40,"501/민상현/혀니TV","그냥 서점가요"
2020-07-15 22:58:54,"501/민상현/혀니TV","저 진짜 영상올릴까말까 고민중인데"
2020-07-15 22:58:59,"Danielgoods","아"
2020-07-15 22:59:00,"아리스토","동영상"
2020-07-15 22:59:03,"501/민상현/혀니TV","국내 강의 자청빼고 다 사기다. 라고 올릴까 고민중"
2020-07-15 22:59:15,"501/민상현/혀니TV","ㅋㅋㅋ"
2020-07-15 22:59:19,"501/민상현/혀니TV","제목 어그로.. 'ㅅ'"
2020-07-15 22:59:29,"지아이","전 정다르크님 유튜브 정주행하러 갑니다."
2020-07-15 22:59:29,"Rk","Rk님이 들어왔습니다."
2020-07-15 22:59:31,"지아이","ㅋㅋㅋㅋㅋ"
2020-07-15 22:59:41,"501/민상현/혀니TV","정다르크님 내용 좋아요"
2020-07-15 22:59:44,"501/민상현/혀니TV","ㅇㅈ함"
2020-07-15 22:59:46,"Danielgoods","엌!!!!♥"
2020-07-15 22:59:57,"지아이","아니 멍멍이 넘 귀여운데요..?"
2020-07-15 22:59:59,"지아이","와 심쿵"
2020-07-15 23:00:05,"Danielgoods","앜 ㅋㅋㅋㅋㅋㅋ"
2020-07-15 23:00:06,"지아이","이름이 뭉친가요"
2020-07-15 23:00:17,"지아이","뭉치튜브 안하십니까"
2020-07-15 23:00:22,"ㅁㅇㅅㅌ","저도 유튜브 시작하려하는데 편집은 어떻게 하는게 좋은지 아시는분 있을까요?? ㅎㅎ"
2020-07-15 23:00:58,"Danielgoods","블로 좋아용"
2020-07-15 23:01:21,"초꼬바나나","삭제된 메시지입니다."
2020-07-15 23:01:32,"ㅁㅇㅅㅌ","감사합니다! 참고하겠습니다 ㅎㅎ"
2020-07-15 23:01:47,"Danielgoods","넹^^*"
2020-07-15 23:02:04,"아리스토","생각중이요ㅋㅋㅋ뭉치맞아용"
2020-07-15 23:02:54,"초꼬바나나","물론 여러분의 서비스나 상품은 좋아야겠지만!여러분이 진짜 쓸데없는 물건을 판다고 생각해봐요.
 
누군가 와서 묻습니다.
 
""요즘도 이런 걸 사가는 사람이 있나요?""
 
그럼 여러분은 뭐라고 대답하시겠어요?
 
https://blog.naver.com/neversaynever7532/222032034986"
2020-07-15 23:03:10,"514/송연필","514/송연필님이 들어왔습니다."
2020-07-15 23:03:44,"세무멘토 해니","오늘 @57/날으는 계산기 세무사님이 공유해주신 자료 토대로 부가가치세 감면제도 (일명 부가가치세 할인)에 대해 포스팅 해봤습니다.
 
개인사업자이면서 상반기 매출액이 4천만원 이하이신분들은 꼭 혜택 받으시길 바랍니다.
 
https://m.blog.naver.com/lhiys8875/222032066041"
2020-07-15 23:04:08,"378/Jayden","운영진님께 허가 받고 올립니다.
(🔥 선착순 20명🔥)
💵 돈 1만원 걸고 매일 영어회화공부 앱 ""Cake"" 20분 이상 시청 후 인증하기
🍰치즈케이크 영어회화 습관만들기 1기 모집 중
 
활동 내용 : 
지원자가 ""케이크""앱 내에 목표설정 20분 이상으로 설정 후 매일 불꽃을 만들어서 단톡방에서 인증을 하면되며 30일간 진행됩니다. 
●30일 후 생존자들 에게 배팅금액을 N/1하여 입금해드립니다.
예) 참가자 20명 - 생존자 2명 배팅금액 20만원 2/20 = 1인당 10만원 식 획득!
●어떠한 핑계는 받지 않으며 매일 밤 정각12시 넘을 때 까지 미인증 일시 퇴장됩니다.
 
신청방법: 모임장 에게 카카오톡 으로 문의 (sk7607) 후 공석있을 시 1만원 입금 후 단톡 방으로 초대 됩니다.
 
자세내용 블로그 참고
Https://blog.naver.com/rlatjdrb1112/222032058706"
2020-07-15 23:04:17,"ㅁㅇㅅㅌ","안들어갈 수가 없는 후킹이네요 ㅎㅎ"
2020-07-15 23:04:40,"초꼬바나나","감사합니다ㅎㅎㅎ"
2020-07-15 23:04:50,"이수환","이수환님이 들어왔습니다."
2020-07-15 23:06:48,"Danielgoods","오 사이다 입니다^^*"
2020-07-15 23:08:08,"초꼬바나나","감사합니당😊"
2020-07-15 23:08:59,"286 / New Rich","그건 아니에요~ ㅎㅎ"
2020-07-15 23:11:12,"874닥치고 천만원","개졸귀ㅜㅜ"
2020-07-15 23:11:17,"874닥치고 천만원","심폭"
2020-07-15 23:12:19,"챠챠닝구","저는 포리얼 님 유튜브도 참고중입니다."
2020-07-15 23:30:10,"아리스토","하하 가...감사용ㅋㅋ"
2020-07-15 23:32:13,"874닥치고 천만원","너무 기여워요ㅜㅜㅜㅜㅜㅜㅜㅜ"
2020-07-15 23:33:23,"사랑","https://youtu.be/E-sLvD0vHKs
저도 자청님 강의듣고 방치했던 유튜브 정기업로드 다시 시작해봅니다 용기내서 올려봐요! 여전히 두려움을 벗어던지는데 많은 훈련이 필요하네요 ㅎㅎㅎㅎ
올리신 분들 유튜브 저도 구경가겠습니당^^"
2020-07-15 23:36:51,"JWP","JWP님이 들어왔습니다."
2020-07-15 23:41:29,"아리스토","한마리 분양 받으세요 ㅎㅎ 강아지 무지 좋아하시는듯?"
2020-07-15 23:44:23,"874닥치고 천만원","조아하는데"
2020-07-15 23:44:28,"874닥치고 천만원","키울능력은 안되요 ㅋㅋ"
2020-07-15 23:47:07,"저스팀","저스팀님이 들어왔습니다."
2020-07-15 23:54:14,"김태욱","자청님 추천 책중 욕망과 진화라는 책이 왔습니다"
2020-07-15 23:54:18,"김태욱","진화심리학 관련 책인것 같은데"
2020-07-15 23:54:27,"김태욱","근데 페미니스트 들이 보통 진화심리학을 싫어하던데"
2020-07-15 23:54:37,"김태욱","대충 주장하는 내용보면 알것 같기도 하고..."
2020-07-15 23:59:34,"돈카피","오늘도 포스팅 하나 했습니다 
도움이 되었으면 좋겠습니다. :)
 
https://blog.naver.com/otel7/222032151637"
2020-07-16 00:02:50,"연우시윤","저도 읽고있는데 내용을 보면 싫어하겠더라구요 ㅎㅎ 실제에 기반한 자연스런 인간의 발전을 적나라하게 분석한건데 그게 역행을 모티브로 하는 그들에게는 많이 불편한가봐요"
2020-07-16 00:03:22,"이해","잘 읽었습니다! 앞으로도 좋은 정보 올려주세요 :)"
2020-07-16 00:04:14,"905 김덕용 라이프쿠킹","https://blog.naver.com/kim868445/222032154884
여름 제철 과일인 자두!에 대해서 포스팅을 해봤습니다"
2020-07-16 00:06:26,"돈카피","감사합니다! 블로그가 처음이라 아직 미숙하지만 더 가치있는 정보 드리려 노력하겠습니다 :)"
2020-07-16 00:18:51,"152/Hailey","ㅎㅎ 단톡방 벽타기 하고 내려왔는데 많은 대화가 오갔네요! 살짝 조용해진 틈을 타서 오늘 포스팅 공유합니다. ^.^ '장사의 신'과 '부자의 그릇'을 읽고 떠오른 생각을 풀어써보았습니다."
2020-07-16 00:18:56,"152/Hailey","https://m.blog.naver.com/kimhass90/222032144210"
2020-07-16 00:22:10,"간장","간장님이 들어왔습니다."
2020-07-16 00:25:58,"길길","길길님이 나갔습니다."
2020-07-16 00:30:12,"깜냥까망","저 욕망의 진화 책읽고있는데 다 읽으시고 혹시 복습하신분 계신가요? 이해안가는것 질문드려요. 책 내용중에서 남성이 원하는것(p109)부터 에서 여성의 선호에서 순결과 절정을 선호하게되었다는데 저는 남성이 성관계에서 오는 쾌락이 그자체로 자손을 많이 남기는, 즉 여러 여성과 관계를 맺는쪽이 이득이라 이쪽으로 진화한다고 생각했는데 이게 예상과 틀리더라고요. 저자는 초반에 적응적문제와 이득을 통해서 선호가 결정되었다고 하는데 여성에 대한 선호요소인 순결과 절정은 남자 자신이 확실히 유전자를 남기려는 부성적인 면이며 자기 자식이라는것을 확인하는데에는 특별한 이득이 없는 반면에, 여성의 선호도(사회적 지위나 신체능력 등)을 설명하는 전 페이지에서는 확실하게 강인하고 자식을 낳기 키우기 위해서 이득이 발생하거든요. 그래서 책 내용이 논리적으로 이해가 가지 않는부분인데 책 내용을 이해 하신분 계신가요?ㅜ"
2020-07-16 00:34:01,"깜냥까망","요약한다면 남성이 자기 자식임을 확인하지않아도 여러 여성과 잠자리를 가지게되면 유전자를 널리 퍼트리는쪽이 더 쾌락이라는 기제도 있고 그쪽으로의 진화가 더 가까울텐데 왜 자기 자식임을 확인하는쪽으로 진화했는지 모르겠네요. 그것이 직접적으로 조상 여성처럼 폭력적인 배우자와 결혼하거나 했을때처럼 손해가 몸으로 느껴졌었고 유전자에 각인되는것이 아님에도..요"
2020-07-16 00:36:31,"연우시윤","여성으로부터 헌신과 신뢰성의 측면을 부정당하기 때문아닐까요?"
2020-07-16 00:37:20,"뉴케미아","후반부에 나오느지만 사회적 도덕적으로 보입니다 여성은 남자를 선택함에 있어 많은 조건과 능력을 보지게되는데 남성은 여성을 그만큼 쟁취하기 어려워졌고  또한 서로의 메세지가 전달이 안될때 이별 심하면 성희롱 강간까지 간다고 합니다  그래서 헌신하는것으로 생각됩니다"
2020-07-16 00:38:15,"227/랄프","내가 애지중지키운자식이 남의자식일수도 있으니까 아닐까요??"
2020-07-16 00:38:31,"뉴케미아","제가 걸어가면서 쓰니 무슨말인지 모르겠네요 ㅋㅋㅋ"
2020-07-16 00:40:50,"뉴케미아","붙여서 사회적 도덕적 현상이 헌신과 경쟁으로써 자신의 배우자를 보호하기 위함도 생각됩니다"
2020-07-16 00:41:02,"이해","읽은지는 좀 되었는데, 여성이 순결과 정절을 지키지 않았을 때, 즉 남의 자식일 가능성이 있을 때 남성의 자원이 다른 남성의 자식에게 낭비될 수 있기 때문에 그렇게 선호하게 된 걸로 이해했었습니다 :)"
2020-07-16 00:43:02,"아누울","자식임을 확인하는 것 자체가 
번식성공이여서 그렇지않을까요
 
많은 관계를 맺어도 불확실하면 번식성공이 아니니까... 생각해봅니당"
2020-07-16 00:43:51,"깜냥까망","ㅋㅋ아니에영 의견 감사드립니다 아!! 잠시 생각중이였는데 여성의 성 선호도가 우선적으로 발달했으므로. 남성의 신뢰성을 부정당하는 측면이 맞지 않을까요. 다들 정말 감사드립니다. 감덩"
2020-07-16 00:44:35,"227/랄프","저도 이걸로 이해했습니다
=오쟁이지지 않으려고"
2020-07-16 00:50:01,"창업 디자이너, 창디","하핫 늦은밤에 포스팅 하나 올렸습니다. ㅋㅋㅋ 노마드 클로이님 컨설팅 다녀온 후기에요. 궁금하신 분들 계실 것 같아서 살짜쿵 공유합니다😊❣
 
https://m.blog.naver.com/bolimlee22/222032176620"
2020-07-16 00:51:08,"자청(찐)","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ클로이님"
2020-07-16 00:53:08,"창업 디자이너, 창디","답장 감사합니다ㅋㅋㅋㅋㅋ 찐 클로이님 영접에 찐 자청님 영접까지ㅋㅋㅋㅋ 계탔네요 ㅋㅋㅋㅋㅋ"
2020-07-16 00:53:17,"친절한 아이작","ㅋㅋㅋㅋㅋㅋ 제목 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-07-16 00:54:04,"창업 디자이너, 창디","자청님 강의를 열심히 들었던지라... 저 나름 엄청 고심해서 지은 제목이에욬ㅋㅋㅋㅋ"
2020-07-16 00:54:16,"창업 디자이너, 창디","(왠지 부끄)"
2020-07-16 00:55:02,"돈카피","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ’개비싼’"
2020-07-16 00:56:12,"창업 디자이너, 창디","주목받으니 더 부끄러워지네요 ㅋㅋㅋㅋㅋ 안절부절 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-07-16 00:58:01,"자청(찐)","저 포스팅 하는 이 방 사람들은"
2020-07-16 00:58:11,"자청(찐)","사기꾼 자청 클래스101 강의 후기...내돈..."
2020-07-16 00:58:12,"자청(찐)","이런건데"
2020-07-16 00:58:18,"자청(찐)","클로이님은 '개비싼' 이거네요 ㅋㅋ"
2020-07-16 00:58:43,"영가미","사진"
2020-07-16 00:58:48,"영가미","ㅋㅋㅋㅋㅋㅋ"
2020-07-16 00:58:53,"자청(찐)","ㅋㅋ"
2020-07-16 00:58:54,"깜냥까망","ㅋㅋㅋㅋㅋㅋ"
2020-07-16 00:58:59,"지아이","특히 '사기꾼'은 유튜브에도 엄청 많은 거 같아요"
2020-07-16 00:59:07,"286 / New Rich","ㅋㅋㅋㅋ"
2020-07-16 00:59:14,"지아이","처음에는 막 화나서 들어가다가"
2020-07-16 00:59:17,"지아이","들어보면 다 자청님 팬들"
2020-07-16 00:59:30,"지아이","이제는 그래서 사기꾼이라는 말 넣으면 내용 유추가 다 돼요"
2020-07-16 00:59:37,"지아이","특히 강의 후기 + 사기꾼 + 자청"
2020-07-16 00:59:40,"친절한 아이작","책사꾼 검색하면 책사꾼 참가자 겁나많아요 ㅋㅋㅋㅋㅋ"
2020-07-16 00:59:41,"지아이","이 조합은 진짜 백이면 백"
2020-07-16 01:00:40,"지아이","저 아직 강의 후기 안 썼는데, 이쯤되면 오히려 좋았다~라는 후기가 더 돋보이지 않을까-하는 고민이..."
2020-07-16 01:02:32,"한진우","한진우님이 들어왔습니다."
2020-07-16 01:02:45,"자청(찐)","아직 한번도 안까임요 ㅋㅋ 와 1212명"
2020-07-16 01:02:47,"자청(찐)","진우님 안녕하세요"
2020-07-16 01:02:58,"한진우","안녕하세요~!"
2020-07-16 01:03:02,"창업 디자이너, 창디","약간 어그로 끌어봤는뎈ㅋㅋㅋ 부끄러워지네욬ㅋㅋㅋㅋ 결론은 노마드 클로이님 컨설팅 강추입니다❣ 꺄ㅑ"
2020-07-16 01:04:45,"최필터","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 전방보다 더 들어올거 같네요"
2020-07-16 01:06:26,"ㅁㅇㅅㅌ","자청님 지금 7월부터 공부해서 중앙대 이상 대학교 갈 수 있다면 대학교 추천하시나요? @자청(찐) "
2020-07-16 01:06:52,"제리B/고(Go)장난직진러","창디님 글 멋진데요~^^"
2020-07-16 01:07:25,"자청(찐)","네네 괜찮은듯"
2020-07-16 01:07:52,"친절한 아이작","대학도 가보고 직장생활도 해보면 타이탄의더구가될듯"
2020-07-16 01:08:41,"ㅁㅇㅅㅌ","답변 감사합니다 ㅎㅎ 그럼 지금은 크몽으로 포트폴리오 쌓으면서 수능이랑 같이 준비해볼까 고민이네요"
2020-07-16 01:08:42,"¹번","아이작님 유튭잘보고있어요 내용보고 자청님 수강생이시겠구나 했는데 정말이었네요"
2020-07-16 01:09:14,"¹번","알고리즘이 절 해운대로 이끌더라구여"
2020-07-16 01:09:29,"제리B/고(Go)장난직진러","자청님이 방을 만드셔서 그런지 전에 있던 방보다 자주 등장하시니 진짜 자청방 같은 느낌이 ㅎㅎ"
2020-07-16 01:09:41,"친절한 아이작","헐 ㅋㅋㅋ 감사합니다. 저도 떡상하고프네요 ㅋㅋㅋㅋㅋㅋ"
2020-07-16 01:10:16,"¹번","제가 요새 단톡방에 홍보하고있어요ㅋㅋㄱㅋ"
2020-07-16 01:10:25,"친절한 아이작","여러분 자청님은 찐입니다. 컨설팅 첫달 600벌었습니다 구독자500명도 안됐을때 일임"
2020-07-16 01:10:49,"친절한 아이작","헐,, 감사합니다 ㅋㅋㅋㅋㅋ "
2020-07-16 01:10:57,"친절한 아이작","제가 뭐라고,, ㅜ"
2020-07-16 01:11:54,"¹번","오 저도 신청할까봐요 ㅋㅋㅋㅋ"
2020-07-16 01:13:07,"친절한 아이작","저도 30살에 대학졸업했어요 "
2020-07-16 01:13:20,"영가미","오프라인에서 저 만나신분들은 아실텐데 제가 2년제 4년제 취업 창업을 다해봤거든요
중앙대를 가시던 서울대를 가시던 2년제 전문대학을 가시던 goal이 있으셔야합니다. 전공이름 말고 교수님보고 가시는것을 추천드려요"
2020-07-16 01:14:20,"친절한 아이작","이모티콘"
2020-07-16 01:14:31,"Scarlett","진짜 공감합니다  영가미님 ㅎㅎ"
2020-07-16 01:14:48,"286 / New Rich","교수님 정보를 어디서 알 수 있을까요?"
2020-07-16 01:15:02,"영가미","편입할때의 명확한목표, 퇴사할때의 명확한 목표, 사업의방향에서의 명확한 목표
목표는 머리속으로 정리하지마시고, 종이나 메모장으로 줄줄줄 적어보세요  비교우위찾는것도 좋구요"
2020-07-16 01:15:22,"영가미","희망대학 검색하고 학과 검색해보고, 성함 좀만 검색하면 논문이나 기사가 나오지요 ㅎㅎ"
2020-07-16 01:15:30,"286 / New Rich","아하! ^^"
2020-07-16 01:15:31,"영가미","출판하신 책을 빌려봐도 되구요"
2020-07-16 01:15:56,"김태욱","음... 혹시 제가 시작한 작은 상담 서비스를 홍보해도 될까요?"
2020-07-16 01:16:42,"ㅁㅇㅅㅌ","저는 21살이고 제 무조건적인 목표는 창업입니다! 어느정도 이상의 대학교 가서 얻을 수 있는 타이탄의 도구들과 인프라를 쌓는 목적으로 대학 진학을 생각중입니다!  지금 현재 열심히 사업 준비를 하고있고 올해 들어서 책도 20권 정도 읽었습니다! 
창업에 있어서와 제 능력을 키우는데 있어서 대학교가 시간비용을 투자할 가치가 있나 싶어서 여쭤본 것입니다! 답변 감사합니다 ㅎㅎ"
2020-07-16 01:18:33,"286 / New Rich","다녀 보시다보면 판단하실 수 있으실 것 같아요"
2020-07-16 01:20:04,"286 / New Rich","삭제된 메시지입니다."
2020-07-16 01:20:16,"지아이","이건 사람마다 다를거 같아요. 저는 전공 잘 살려서 먹고 살고 있거든요. 그리고 좋은 대학을 가시면 거기서 쌓는 경험이나 인맥도 꽤 인생에 큰 영향을 주는 것 같아요."
2020-07-16 01:20:33,"286 / New Rich","산학으로 운영되는 창업 지원프로그램들 많아요~ 한번 알아보셔요"
2020-07-16 01:20:58,"286 / New Rich","대학에서 따로 TO 갖는 경우도 있는 것 같더라구요"
2020-07-16 01:21:17,"ㅁㅇㅅㅌ","답변 감사합니다 ㅎㅎ 4개월 투자는 가성비가 나쁘지 않겠다는 생각이 드네요!"
2020-07-16 01:21:40,"김태욱","ㅠㅠ 답해주실분 없나요..."
2020-07-16 01:21:51,"초꼬바나나","좋은 대학 가시면 주변 사람들이 주는 느낌이 확연히 다르긴합니다. 문제는 지금 수험생이시면 수능공부랑 창업이랑 병행하시기가 만만치않을거같은데 화이팅이예요!!!ㅎㅎ"
2020-07-16 01:22:00,"지아이","네 그리고 이전만큼은 아니지만 명문대 가면 여러모로 좋아요."
2020-07-16 01:22:22,"지아이","대학에서 막 뭘 얻는다도 있고,"
2020-07-16 01:22:50,"지아이","주위에 열심히 사는 사람들이 높은 기준으로 사는걸 계속 보면 자극이 계속 되죠."
2020-07-16 01:23:13,"지아이","이 단톡방이 오프라인에 있는 느낌.. 까지는 아니지만ㅋㅋ"
2020-07-16 01:23:20,"ㅁㅇㅅㅌ","삭제된 메시지입니다."
2020-07-16 01:24:21,"ㅁㅇㅅㅌ","감사합니다 지아이님!"
2020-07-16 01:24:26,"영가미","다만, 언택트로 쭉 온라인강의로 간다면 얘기가 달라집니다. 2학기 아마 무더기 휴학나올것같은데 대학교육이 어떻게 흘러갈지 모르겠네요"
2020-07-16 01:24:30,"지아이","수능 비중이 내년부터 늘어서 길게 보시는 것도 괜찮을거에요."
2020-07-16 01:24:32,"건영(북라이프리서치)","목표가 창업하려면 차라리 학교갈 돈으로 무자본창업 컨설팅을 받는게 더 좋은 투자가고 봅니다 저는. 막연한 생각으로 대학교 갔다가 코로나로 인한 온라인수업을 맛보고 차라리 유튜브보는게 낫다라는 생각이 들수도있어요."
2020-07-16 01:25:05,"지아이","아 그러게요. 온라인수업이 길어진다면 좀 애매할거 같긴 하네요."
2020-07-16 01:25:54,"지아이","흠"
2020-07-16 01:26:19,"렉스","대학 입학과 학교생활을 통해 얻는 것들은 또 다른 의미에서 의미있고 가치있는 것들이었습미다:)

좋은선택 하시기를 응원해요!"
2020-07-16 01:27:10,"ㅁㅇㅅㅌ","좋은 의견 감사드립니다 건영님!"
2020-07-16 01:27:28,"ㅁㅇㅅㅌ","답변 감사드려요 렉스님!!"
2020-07-16 01:27:53,"지아이","대학 진학이 목표라면 올해까지는 수시 비중이 커서 조금 힘드실수도 있어요. 공부가 일과 병행해서 탑으로 가기가 쉬운 건 아니니 잘 생각해보고 고려해보세요."
2020-07-16 01:27:59,"예빵이","좋은 교수님 있는 곳 가시는 것도 좋지만, 교수님들이 정교수 받지 않는한 더 좋은 학교 제의받으시면 옮기시는 경우도 많아요~! 학교 이왕 가려고 마음 먹으신다면 공부 열심히 하셔서 갈 수 있는 한 더 좋은 학교로 가시면 더 기회가 많으실 수는 있으니~~ 화이팅입니다! 그리고 선택사항이기는 하지만 장학금 준다고 하는 대학보다 더 좋은 학교 가시는게 여러모로 인맥과 기회(장학금은 외부장학금도 많고 교내도 받을 수 있기에)가 많기에 추천합니다. 
스티브잡스가 대학 다니다가 생각지도 못한 기회들을 발견했었으니~~ 대학을 가심으로써 인생에 가능성을 좀 더 열어두실 수 있는 건 어때요?ㅎㅎ 물론 선택사항입니다. 아직 젊으시니까~ 대학 가서 느낄 수 있는 것들도 느껴보시고 하는 것도 인생을 풍부하게 할 수 있는 한 방법 같아요!ㅎㅎ"
2020-07-16 01:28:02,"지아이","어쨌건 응원합니다. ^"
2020-07-16 01:28:23,"지아이","이모티콘"
2020-07-16 01:29:54,"ㅁㅇㅅㅌ","성의있고 좋은 의견 너무 감사드려요!"
2020-07-16 01:32:24,"ㅁㅇㅅㅌ","대학진학이 목표는 아니지만 좋은 의견 감사드려요 지아이님!"
2020-07-16 01:37:54,"지아이","넵. 뭐든 생각하고 고민해보는 건 중요하죠. :-) 좋은 결과 얻으시길 바랄게요."
2020-07-16 01:39:12,"예빵이","유알웰컴 입니다^^ 인생의 가능성을 최대화 하는 선택을 하시고, 결론적으론 조금 더 행복해 지시길 바래요!"
2020-07-16 01:41:03,"예빵이","창업도, 대학 진학도, 어떤 선택이든 다 좋은 선택이 될 거에요!ㅎㅎ 기회는 어딜가든 만드시는 것이고, 행복도 만드시는 거니까요. 그럼 좋은 밤 되시길 바래요!"
2020-07-16 01:48:06,"니콜라 단타치다가 책상이 뚫림","니콜라 단타치다가 책상이 뚫림님이 들어왔습니다."
2020-07-16 01:49:19,"monica","좋은 스승 만나면 그게 레버리지~~"
2020-07-16 01:49:47,"monica","대학이던 만남이던 강의던🙂"
2020-07-16 01:50:16,"윤","👍👍"
2020-07-16 01:57:40,"286 / New Rich","저는 개인적으로 상당히 부정적입니다."
2020-07-16 01:59:38,"286 / New Rich","디지털 시대 대학생들을 위한 커리큘럼을 짜야하나… 
 
사실 한 1,2년 알바로 먹고살면서 나머지 시간에 영어 훈련에 몰빵하는 것도 좋은 루트여서..."
2020-07-16 02:07:05,"림림","림림님이 들어왔습니다."
